reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOFGlCVlVl3p-KHMNBSByru8v0go2lDgJzz6m4KEnvYQiuE5soMtU2UOg2LF3NsSDXnQYgUNVCgLc0RQSL8,Terri Dubbelde,https://play-lh.googleusercontent.com/a-/AOh14Gggne2Il08M049joHNrXhFiDDH-S9-9xWbG4Q2B,First time using and it's amazing! so simple to use. Thank you!,5,0,2.128.0,2021-09-11 14:53:44,,
gp:AOqpTOG_kU_mDT580l8TB2Ii9VC01VfPhqKksXFemb1xaWBJNEwWtSbf1bcUKaxCHFCyEJUHFasRykg0OB7EUfE,Jhoannha Mhaye Tan,https://play-lh.googleusercontent.com/a-/AOh14GgtLcfU6oEkEHpFd_xj0IJF0SPXls4MQYiwc2BJ,It keeps crashing. I literally hate it. I tried uninstalling it and reinstalling it but now it doesn't even open,1,0,2.118.0,2021-07-10 14:40:24,"Hi Jhoannha, we're sorry to know your app crashed. This could happen if multiple apps are running at the same time on your phone. Try to close some apps that are not being used and re-open the Canva app. Also, update your app to get its new features. If the issue recurs, let us know at canva.me/android. Regards. - Cynch",2021-07-30 15:10:54
gp:AOqpTOHP5yUr8FGIOW3QFdVAXxhq0WyyalKMMvqxvZuVPciv2NXTiQotWsFzUxokgH6FWoquVufpJIH9xsjM-H8,Kevin Karle,https://play-lh.googleusercontent.com/a-/AOh14Gj9gHiCHt-BbD35ODgsBV242yye2zpTD_5d7JoVDw,I have been unable to figure out how to make a simple layout of one picture on top of the other.,1,0,2.126.1,2021-09-01 16:40:10,"Hi Kevin, thanks for reaching out to us. You can visit support.canva.com or check out this video: https://bit.ly/3cXqShj For quick guides on the app. We also suggest that you keep your app up to date. For concerns, visit canva.me/android. - Lou",2021-09-09 02:28:00
gp:AOqpTOG2_u9RxCeo7HdOhz1zjowvKyqNtKHzln0QVK0MUU_95NUBYPMp0vxlXdJgrOEqJ3D7v_GaTrHN1gmWvlg,M Umar,https://play-lh.googleusercontent.com/a/AATXAJzaqzLpFWQBeyChzBnGljeC63dPhU0IHcPsg4eP=mo,"Everything is good, but please help us add custom fonts for free. Please",3,0,2.123.0,2021-08-07 07:50:33,"Hi there. Thanks for the feedback. We appreciate that you let us know what you think of the app. We are continuously working to make the app better and improve your design experience. We suggest you keep yours updated. If you have other concerns, reach us out at canva.me/android. Kind regards. - ED",2021-08-27 07:35:08
gp:AOqpTOHS9HzibLwxHdKKU4NyXDrL0gEucyXYCK16QzhRnPijGVsxd0pS2LCzr7V__pL4pgTmgczPZoKYnkq_udI,Terri Reimers,https://play-lh.googleusercontent.com/a/AATXAJzjLvFtfigfr54lk-Bu6mGkhemQcGNSjGySFCus=mo,very easy to understand and use. would highly recommend,5,0,2.120.0,2021-07-17 06:11:15,,
gp:AOqpTOHUpoA0FKaTfrECnn8PNYdXxsnm_kXKphkkFKmkpLL6CmH0dsyFrSn0OOrNdJHL7FW0gBvji6VKvkqyPw0,Mangalore Yoga Prana Vidya,https://play-lh.googleusercontent.com/a-/AOh14GgLXuyQ6T5PHTADN9ozN-4DOdBa2tloLyOVHpCCBQ,very useful app. I recommend everyone to use this app and use your creativity on a top level,5,0,2.117.0,2021-06-24 08:32:57,,
gp:AOqpTOEOx2oqlA175TYkmxtVALmpJJpsXePMIrmrgVU6hdRJF4fRtujdjZqVLQYWnK6Ninj27sDaqS1ERi6GiWg,Nandhini Segar,https://play-lh.googleusercontent.com/a-/AOh14GgvpVaUM_hc-Rj8-EVaMLJ1QhwtXWBjhr_9n5JO8Q,Oh My God😍 I Really Really Love this App❤ Because The Picture & Quality was very Good✨ I Used lots of app but This one is My Most favorite app❤🎀 Go I Give 5⭐ for This App. Keep Rocking Canva🥳🤩,5,0,2.118.0,2021-07-03 15:27:27,,
gp:AOqpTOEaVpQZV1tK4o2XgEmYV0qD7mfOAJIrszgz32YamrgNfs0R4xgaN5rv5A1nre6RigEUZ-aAVv1EoCjWVGs,Atul Raj,https://play-lh.googleusercontent.com/a-/AOh14GhciezpfZabsXuRpId1kFP51LJHgOBFSc4s7BGz6Q,Worst app...it just crash everytime I try to change or edit the pic.,1,0,2.123.0,2021-08-08 20:02:21,"Hi Atul, we're sorry to know that your app crashed. Here in Canva, we want to make sure that you are properly assisted with the issue you encountered. Please provide us more details through here: canva.me/android. Don't forget to check for updates to get all the functionality of the app. - Lou",2021-08-16 01:30:02
gp:AOqpTOF6yWTs46gEB345kQQHVPhQMfh6lUFW0SrTVwsmNmteS7Mb05OBLXAbXVFpznUws4TO8AvVjnWHY991Ck8,RAO gallery,https://play-lh.googleusercontent.com/a-/AOh14Gh6VYirvqaOwCJSHuTRzbl2Ib3Q8W8WIGTjL-dRvw,I have experience in graphic designing for 1 years THIS APP seem to be a good app to design,1,0,2.121.1,2021-07-26 07:15:19,Hi there. Thanks for the feedback. Mind telling us more about your experience that led to this rating? You can send your details on this link: https://canva.me/android. We'd like to know so we can improve. Kind regards. - ED,2021-08-08 18:10:20
gp:AOqpTOHslx9znPSjPfrcDPB6-63PJMJwVjpVBulnwrj56n1rzerZoHk3VmkX45uLu4gbC0JT1zBnOuu-MIA-6Gk,Aanand Krishnan,https://play-lh.googleusercontent.com/a-/AOh14GjNBBUhS-AQNGxc7EohsNQEgm_0xgLDICMI9T7F_w,cool app. simple but powerfull😎and user friendly,5,0,2.126.1,2021-08-31 12:23:37,,
gp:AOqpTOHodQE_m24MyZngBhWRdt_i73o_AmOSb07XPt0SBEeUxrInibUEfRubu46dHUTnzOS6rWcpfFLyBAXVf8c,Tracey Sanderson,https://play-lh.googleusercontent.com/a-/AOh14GhoWA2-pyn31bqvsy-pask1JU5N0qfBQyuYDWyy2Q,"So far, one of the promising apps to use for your editing and designing needs.",4,0,2.120.0,2021-07-19 15:58:58,"Hello Tracey, thank you for that outstanding rating and feedback. Here in Canva, we believe designing should be easy and fun. Please make sure to update the app to get the latest features. If you have any suggestions, you may send us some details. Best regards. - Claressa
",2021-08-07 19:21:49
gp:AOqpTOGnfPPnuWnFLIwkERskclD00XUdNKEj6uIoM77fjPj9eGynQAcpvm-sfNFOgq_II91cYkWgK-7f1iJ53qo,praveen hp,https://play-lh.googleusercontent.com/a/AATXAJzVJhTL60dwv-9dQblrLLNxjvpXkxsfn_mqO7n9=mo,simple and effective app. great for small enterprises,5,0,2.124.0,2021-09-04 07:58:41,,
gp:AOqpTOHGSI4KZTEBJ603ZOrbwh7689bpuz-5ydDn5XVOK3mzfGIdmq4bAgekrLGxfdmRIFvYrMhxyfOf_KfKuCU,Stephanie Dawson,https://play-lh.googleusercontent.com/a-/AOh14GjwESJKKWWNu6brfkxN6BE3uUEiJiptqfzAASWuPg,easy to use and versatile,5,0,2.127.0,2021-09-09 10:53:37,,
gp:AOqpTOEqbmf8wct2gcZ75ECwmkiGvl3zLqab5msa5pKd9bJ_Guj0EPFAWveRzAyrAOgOFe3tAM-JvTjLhDIb2FU,daijoubu datte kimi yowai mo,https://play-lh.googleusercontent.com/a-/AOh14GjluscEzQMnFcCjfvkmOzJxN_keJMu_EKtwxFbFdNU,i've been using this a lot its nice. better than wattpads cover creator..,5,0,2.118.0,2021-06-30 18:34:52,,
gp:AOqpTOGpZjMcS16Cn4V5_UrFWowM4gs5f-d9GWEWBW9WrjCyExe17VV8xvR020nh4K7co9QyxfZ72e_X8o0VrN4,Young Ceasar,https://play-lh.googleusercontent.com/a-/AOh14Giqfnp_hT8X38j6vvCpq69YkuTSlhDockQu1vqatg,"Can create, edit almost everything loves the software.",5,0,2.125.0,2021-08-21 13:00:53,,
gp:AOqpTOFKtog_DfuN6EFSReWIdpeu0PHrXMzey3G9qVdRWVHvPyCo7sQgzxifSBXKemmxSdziI2bn78uNI5qJ5ao,Yohanna Cordeiro,https://play-lh.googleusercontent.com/a-/AOh14Gj_2IyPftoYp3ME2kXP4lZgc7DeSXH-f_wcmjRIKKk,It keeps shutting down. Says it cant save the design and reloads from scratch,2,0,2.117.0,2021-06-25 13:43:03,"Hi Yohanna. We're sorry to hear that you are having trouble with the app. We will make sure to take note of this for us to improve the app. For us to check, kindly send us a screenshot or a recording of the issue and send it through canva.me/android. Kindly keep an eye to our future updates with performance improvements. Thank you -Gel
",2021-06-27 14:49:43
gp:AOqpTOFkQNoaq1usqqAV9RsyTtcCix7OSyiXG1tcj-NVkHyx8FkjCmKS2uqqlrI-hgJZJn-W6YhMmtxjKIA0AFs,Sonali Das,https://play-lh.googleusercontent.com/a-/AOh14GiBQ7b5EiloU_vaROxfEJc0bAZ27aInzJqrLjSQ,it's such a nice thumbnail & posters...I used to use thumbnail and posters..Such a nice app,5,0,2.122.0,2021-07-30 05:56:45,,
gp:AOqpTOHdlk0IRHZnm_zcPvdscmUeFe_VGjWP0KcydVqrQD1G9dYVfWxydtBBZILyD5WFT_huXhUhps8ojdiUnts,Zvinatsei Mataruse,https://play-lh.googleusercontent.com/a-/AOh14GhbAJdkgfD3UdEwWAA4GeWle5Lq1jNqj8LK34lGYQ,Great app for great designs. I recommend it to anyone and everyone.,5,0,2.119.0,2021-07-13 13:13:27,,
gp:AOqpTOEnkFV-r88Al19V2aLXCRoicRYAqvScBKuDkWNvSho8ZDjcW4AW_2cWALtauKUqqRY_F1XBx8RzpV7D2xk,Mahanubhab Baruah,https://play-lh.googleusercontent.com/a/AATXAJznHmBaW3-9Xs_r29TNi9oGQTN5rKldZlnisJ48=mo,"Canva is very interested app for content creators , influencers ,etc and its smooth to use. Satisfied with it",5,0,2.117.0,2021-06-25 10:03:29,,
gp:AOqpTOHq6prWds38I5kneQb48fXnH5XErfxy2HY9SNh96Ue01rghPVH6opNPdkpM1JyPsqXnAb75Ei1HDdKgax8,Stevie Thompson,https://play-lh.googleusercontent.com/a-/AOh14GjFmsmHk2XqA30WtAlbnnGfOS7fCTTY8kFXNOdocEU,Very helpful app! Convenient and user friendly.,5,0,2.120.0,2021-07-23 20:40:48,,
gp:AOqpTOFXfaiLhSxi5OKfZaERgVfs_DbW33raV1SUrP1Rjh7_a7ALjr4OKJtNtDsJifEv9__2Orptyc0xTor8WlQ,Isabella Mootoo,https://play-lh.googleusercontent.com/a/AATXAJxWJZw_C1jpxg9AWSlJfpQ-yeHK9Ss_cRHhkgDY=mo,it's interface makes it simple and easy to edit work,5,0,2.121.1,2021-07-27 20:27:48,,
gp:AOqpTOEmsXKehudc9ecs2AXzqH-UrPSOnNFZSN8xJtP-cXMbA5aMqzWU6oWAjx7Z52SWst5RKtgNuQQJqoHXSM8,Ankit Jha,https://play-lh.googleusercontent.com/a-/AOh14GjofHfisehXN_XkBi5FegaFSKyX_mYS3x0fNUNsog,I am web developer and designer. This is the best in class of professional graphic designer and best for logo designing,5,0,2.119.0,2021-07-11 14:00:15,,
gp:AOqpTOGvex7iQFs83mn18t2vRtt7PhR3b4vI4dHTk_PfvWDaS2RSGQWW6SlR7pNbaDTqUcxqQRGBr-Ue38jlPfM,Mamert Santillan,https://play-lh.googleusercontent.com/a/AATXAJyUwf68X4f6DWwaE5Lk0i7ILr5nDORGhOnYRLe9=mo,Nice app... easy to make and edit design that fits your needs,4,0,2.117.0,2021-06-30 02:55:19,"Hello Mamert, thanks for the rating and nice feedback. We aim to give you the best graphic designing experience and a wide selection of quality contents. We have great and exciting features in store for you, so please stay tuned. If you have any suggestions, you may send us some details. Best regards. - Claressa
",2021-06-30 03:12:25
gp:AOqpTOFX48OJNDj2pvHaN-hJ1bm33Z1TJCwLTzEXxtusTnsGdfhELRROIJeBY7R6d8blJJETFspf4rak2_aYShk,James Dodd,https://play-lh.googleusercontent.com/a-/AOh14GjDbD-qnss0grxwfBsg5T_YPX2-61SaWRqcVRNymw,easy to use and perfect for creating social content on the go,5,0,2.120.0,2021-07-16 04:24:24,,
gp:AOqpTOEHraPkL_GhlvtJSqrUwTISMw9SFcjG6U96TKn2ox5PYpZo6PoWGWd5SE0CfobABxB1U4HOLg-UG9qFuow,Mar Ritualo,https://play-lh.googleusercontent.com/a-/AOh14Ghd9TSrr6vYxwO0mc1E9gbKFPQXUOPx8Glcg8z35A,easy to use and they have many designs you can choose from,5,0,2.120.0,2021-07-17 14:18:17,,
gp:AOqpTOHqyI4PpWQ-FkOoBaGhHBNU_STA-z3ZwjrvM4KK2M1BDCEg8buPpoW1EdICbzquwO2KGGWMlT9-0e1kcsc,Tata,https://play-lh.googleusercontent.com/a-/AOh14GjGsHw-SH_q3KALI9lNiDFqMO9lIpcicP2Qm12c,Too laggy... I downloaded the app one because the web one is very laggy But... It's still the same,2,0,2.121.1,2021-07-23 03:08:49,"Hello Tata, we're sorry if it loads slower on your end. A laggy app is not what we want you to experience. We have released an updated version of the app with improvements. Please check out the latest version and if errors persists, send us a report at canva.me/android so we can look into it further. Many thanks for your patience. - Cynch",2021-08-08 04:49:37
gp:AOqpTOGgI-Yokzwr0XPpnlAg7zhRcrRIt4FS9jxEwAD9xCJ2Yo7vnfoUrC54O2i5YcgO26gBiu2M10XhX_ZnDtM,Muhammad Awais,https://play-lh.googleusercontent.com/a-/AOh14GiqZCrQu1jRfIjETibXPF9HXO_u9mY-X6nZpOzu,Good and easy to use just wow,5,0,2.127.0,2021-09-09 14:14:44,,
gp:AOqpTOHDCzBl3xAxqdLvgOYFNl5eqM_7j9jIAQgZQValSi6FEdyW-aUO93_x_lOqL8wTh6qwy0Rqt1KQnerRvYE,TheBlackOppie PhotoVideoGraphy,https://play-lh.googleusercontent.com/a/AATXAJxQ-r2pzocImfO-NaF5M5WBOH_i2MXm2VFVlm-t=mo,"there's always show image loading, and finally i am always to closed this application",1,0,2.122.0,2021-07-31 11:07:14,"Hi there, we're sorry if the app always show image loading. We want to make sure that you are properly assisted with the issue you encountered. Please provide us more details through here: canva.me/android. Don't forget to check for updates to get all the functionality of the app. - Lou",2021-08-10 00:38:11
gp:AOqpTOFEm0exQxmloulL2phAPxjqSgb9S5gc2qaz0Y-lK9RriaN8QaCxkWr_m4D8I1vzlDihPIv1Kpd32lVWNGY,Badal Patidar,https://play-lh.googleusercontent.com/a-/AOh14Gjhhf1ZVjQd-RwvEPwaygwMfLi4tcI-jhWIBe7zlw,Very nice app and it's designed is fantastic or professional. It's help In my business. Thank you canva,5,0,2.117.0,2021-06-30 13:47:13,,
gp:AOqpTOFMRT29GUaRzOSczq_jPPU0EabVJi5418dgbv5y-i05xufCnL37pxGVE_28NCy_NJ_o9HlBeU23CjCyS5g,Vikash Kumar,https://play-lh.googleusercontent.com/a-/AOh14GhYkeZTHsJVAGKJcouGZDLNGMNH8M9CIYv7HMWlIA,"Nice app for designing logos, posters and editing videos.",5,0,2.124.0,2021-08-14 15:38:52,,
gp:AOqpTOFXtxt2kxtNHIjpuRSfo_5zWKS2msLgRgRLmFxoqnAj-ThbqvkR3qotVXNC78H6d3nKElMPyxb8tPK9VHs,lisa english,https://play-lh.googleusercontent.com/a-/AOh14Ghal2lIBbVm4xB6xA0MMIw2VZfqVinGLv61sj4DlQ,I love canva it is perfect for small business to make templates and social media posts,5,0,2.117.0,2021-07-18 00:04:43,,
gp:AOqpTOGoXzfFwjPT1f0XwMskssEBRNKMNrrKwAuOptgvUF0uEPNAtHe4yU5DB7TJTQGTuhAlZ6XcdOXRhRGRBgQ,Azhaar Alzadjalia,https://play-lh.googleusercontent.com/a-/AOh14GiUWwExP97Ixxvst9bIExJU1A2MfhBU2lhS-KoVvw,It need long time to load elements.. waste of time,2,0,2.125.0,2021-08-22 13:38:40,"Hi Azhaar, sorry to hear that your the app loads slower than what you expected. Please force close and restart the app, you may also close unused apps. If error persists, let us know at canva.me/android. Also kindly keep an eye to our future updates with performance improvements - Cynch",2021-08-25 00:08:40
gp:AOqpTOFA7KWnNccXYIk0z_TVHw7jHRSKSq_3rX0itfihZxWZ5mTzTgA2fCbNGY5pxym9dLd67JyB7uydcNTRehs,Varsha Kakade,https://play-lh.googleusercontent.com/a-/AOh14GiqkHWkwnmdWHh3XdPJcBhC8T-3FYAIE1TveDaT,superb app ..i can't explain... what a amazing app,5,0,2.125.0,2021-08-21 17:50:48,,
gp:AOqpTOGZjQc9RxsijgT4MOkxv7iITKRGhmMhtHSD2TinAD4IDupEGN0wTR3UXWu8kFifaq7IFLDmGAya8KXaObI,TheeJewelry Bar and Smile Lounge,https://play-lh.googleusercontent.com/a-/AOh14GgXftlNFxk5UqlnE162Byxo7SA5n5sDxRYlOu20rA,I use Canva daily but as of lately the mobile has a glitch. I can not edit. Please help.,2,0,2.127.0,2021-09-05 07:26:45,"Hi there, we're sorry if your unable to edit in the app. Here in Canva, we want to make sure that you are properly assisted with the issue you encountered. Please provide us more details through here: canva.me/android. Don't forget to check for updates to get all the functionality of the app. - Lou",2021-09-15 05:54:59
gp:AOqpTOFheENZUKUGQeZhyNhi3H2yYFrn7oQR4a3YCcITlPVKgA-TlS1PrwCr7fwOK3QDwNwD7wG2NZjm6QM1WSk,pagli meye,https://play-lh.googleusercontent.com/a/AATXAJxAuNgIc-MAdKGRRRyTs3VmhYRzx5nx_V_eLFp0=mo,It's really amazing I work on laptop but in mobile device it is slower!,4,0,2.124.0,2021-08-18 08:57:49,"Hi Pagli, we're sorry if the app takes time to load. Here in Canva, we want to make sure that you are properly assisted with the issue you encountered. Please provide us more details through here: canva.me/android. Don't forget to check for updates to get all the functionality of the app. - Lou",2021-08-23 00:02:19
gp:AOqpTOEEo8zS3KTE_JPHtuZgSFuicyQOsQwf7AOsKQSrpV242BtKrx2e838xlJCNFT7PU0KRsY3WYdJa48ytnBY,shaikh sibgath ulla,https://play-lh.googleusercontent.com/a-/AOh14GgGUFdr4oN6joPR21B1nuD4YkdUoWZ-0XqTh9ht,Takes too much time just for saving one image I don't what the making magic happens👎🏻,1,0,2.126.1,2021-08-30 16:25:12,"Hello Shaikh . We're sorry for the inconvenience you are encountering with the app when saving your designs. We would like to help you resolve this, kindly send us a complete detail of the issues encountered through canva.me/android. Keep an eye for our future updates to keep its optimal functions. Many thanks for your patience. - Cynch",2021-09-05 08:12:26
gp:AOqpTOHRyyMm3jPphdh2K7P5GabbVQpjXn5bIFiqdHcybScboPF6Ueztxe332kQ_8u4m4az5xQkLOrwU-Tdbkxo,Lovely Anne Doblar,https://play-lh.googleusercontent.com/a-/AOh14GjqsXxJk75wGd2p0QD_ir1SZeK3sxzO9mWvWA4RbA,Helpful for beginners who wants to create designs and layouts 💞,5,0,2.123.0,2021-08-10 00:58:07,,
gp:AOqpTOFQzRYs_AkQk8ZvDOKps_7prMaZ1As7mmdixgGaIKONClRnlJ3-FpvkvNYKyfCjvgub8yybjqyGIVFGH2s,Deepak Kumar Soni,https://play-lh.googleusercontent.com/a-/AOh14GjKKvGrXciX9jQgi_Dnh-9T10gMFAlCqhRGwuRhLA,"Beautifully designed application, it makes gaphic desinging so easy... Love it 😍",5,0,2.117.0,2021-07-04 05:55:34,,
gp:AOqpTOEUUCLdLzJmYpiUmepZnHFNGA-KfOJd2rzz3WZuR5GQm39IIfbfxd5Mzc28HP6eTh6U0sDPf2imBMGTDCo,Rinzzlerr 96,https://play-lh.googleusercontent.com/a-/AOh14Ghu8wnRXltqB7TUGjyFtRgnWCui_VCdbC3Iqva91g,Some features not available due to premium pricing.,3,0,2.125.0,2021-08-21 01:42:52,"Hi there, thank you for the feedback. We're continuously working to make the app much better. Don't forget to check for updates as we regularly add new free elements, release new features and improvements. - Lou",2021-08-25 01:48:20
gp:AOqpTOHUPNCalJJa0KBaPEy2VKlVCg8R8GTEIO1oN9q62Ezx8xRbs-RynYccVvT1iMqa8iormQDnfBmSV7s__8w,Joenil Oliveros,https://play-lh.googleusercontent.com/a-/AOh14GhoYH3LX820bubx4oFD6eAA6u4_0uyRkkZMy8iUFA,"To slow to load. Lot of data consumed, To laggy app. DON NOT USE THIS APP. UNHEALTHY APP. NOT USER FRIENDLY. LAGGY APP",1,0,2.120.0,2021-07-27 02:36:42,"Hi Joenil, we're sorry if the app is kind of slow. To fix this issue, try to update your app on its new version because we include improvement performances and bug fixes. If the issue persists, send us the details through this link: canva.me/android and we'll take a closer look. Regards - Claressa
",2021-08-11 05:20:49
gp:AOqpTOGD6yuiUsc9IJhwUcmgLsL1dFNKO81QUCpeXwQezY-r3e2HSj5amKsOd5je5gv_r_wJMli89dIRo0OtiOI,Kitty POA,https://play-lh.googleusercontent.com/a-/AOh14GiRliAtgaJu-EvF0TZQPwkmqO-bFeO8TrusMKsy,"Amazing app, really easy to use. No hassles!",5,0,2.119.0,2021-07-08 20:19:50,,
gp:AOqpTOH69354ejPcfs2ktqRHcZeDmvWbp8ZeUzkk77q5L6oAtLN03biGz1asUiRvq-DBXBTmFK-1BwT_zfqzD5E,Haji Muro,https://play-lh.googleusercontent.com/a-/AOh14GgPerzJfrMyybEe3s1N8BygFz-EWy3gOiTs0Wy36w,"best app i love that app you can use for free without any limit time ✊✊ , & also you can purchase for more unlimited effect",4,0,2.119.0,2021-07-09 13:32:56,"Hello there, thanks for your feedback. We're continuously working to make the app much better. Please keep your app updated as we regularly release new features and improvements. Send us your concerns thru canva.me/android. - Cynch",2021-07-29 02:39:11
gp:AOqpTOFqoSjiDTY3Q8Ytuf_HNUQeTgB27m9SengWgha-NcRQCIBTihORBkgY61p30XdJAVF5Vy1bP3u1CLVBE6w,Bryson Gracias,https://play-lh.googleusercontent.com/a-/AOh14Ghtx8CCtryCuyHBJJ1q0BFJ5N4sJ-3ZuXAmN1jGpA,there are many bugs but I love the results it produces,5,0,2.118.0,2021-07-06 11:31:21,,
gp:AOqpTOGkQAzPqWQOAv79lbn1K595D7cRtMq8MUumpL3ocekyWipb6p42euEwA6_EJ1pnQX6Ivyk7qCYpPPVgxvU,uzma ahmed,https://play-lh.googleusercontent.com/a-/AOh14GgSShGOvymilhkOQgfFxXcTgvYYv5UUuGkp-prMPQ,"if it's show free then why don't i use it freely,,, there is watermark which is force to buy it,,,,its nice but 😔",1,0,2.123.0,2021-08-06 14:04:13,"Hello Uzma, thanks for the feedback. Watermarks appear only on premium elements, they have coins icon on the image and they will have a cost for the license to use them. We add more free element every update please keep yours updated. For other concerns, let us know at canva.me/android. Many thanks! -Cynch",2021-08-16 23:10:23
gp:AOqpTOEYSmeNQNYoFw3LzoQQVSO97J1tdl59H5jWlZQ6AnDCJus5PE6WPsQVPblEzqXjZ1GqJzzh1yt0EYd17UA,Kiki Cahua,https://play-lh.googleusercontent.com/a-/AOh14GgwGhe8AQHfaKF91wC3EopGXUJ6-uhu97E3kXXM,this was such a great experience. I started something but then decided to make it my own downloaded things and it went from there. Now I have a beautiful invitation ☺,5,0,2.124.0,2021-08-16 21:49:02,,
gp:AOqpTOE22A_pa_EDsw5EMoDNt4VSMlHbwxcj0nDq7yC7Mb85J3hPs7zTT1tz8tIJ2oEvD1dAgpIFAwQyKZfmbnY,Test Subject,https://play-lh.googleusercontent.com/a-/AOh14GjsRqJkSXKM8-B_PAfBQXSE9fYSozkjObjVzHa9,Its nice It help make logos and other things.,5,0,2.127.0,2021-09-03 02:35:19,,
gp:AOqpTOFT0upcbzAeWenjS3NaWE8H2IEc2Nh1jdh7NChSV-vtBSDLwnmMrrlHoZZUkkU2gEsK7UMXrdrpDUyBAiw,chris Daguiocruz,https://play-lh.googleusercontent.com/a/AATXAJxshqpugAZ8rJllp5jv1d_-HcN8YpBTBud4NK39=mo,Great! awesome editor super easy,5,0,2.127.0,2021-09-13 14:32:10,,
gp:AOqpTOFjKRnCENirHUAq8vQAarDdKjKT6ntHVAPAQhS8wPjC8GS4txCfS06LBejXE9c9aIRoQMzPx-V-pVvM7lY,Sumer Singh,https://play-lh.googleusercontent.com/a/AATXAJypS0dnszj4k5NWFCwodQ4WC8b_XGLmHWxD5BuDbw=mo,"Sometimes probably during low internet speed, post gets download but app still shows preparing your design",4,0,2.119.0,2021-07-15 05:17:55,"Hi Sumer, sorry to hear that you're having troubles downloading your designs. Please update your app and if this doesn't help, send us more details about the issue so we can further assist you to canva.me/android. Many thanks for your patience. - Cynch",2021-08-05 05:37:11
gp:AOqpTOHrKuoDkagVdZcapa9q-RFycPcnRpIvwf4MQWyotscoTitYprIXtejk-WU4TBam0S53lVbEI2x3aFjoFgE,Rinda Airin,https://play-lh.googleusercontent.com/a-/AOh14GiQk3XeH8NTQV4mPVzs6RFp-Dweyz22S5Tl6XCw,"It took forever to save the design. In the end, can't be saved at all.",1,0,2.121.1,2021-07-28 03:46:54,"We're sorry to hear that you can't save your design, Rinda. This is not the kind of experience we want you to have. Please check this link to keep you updated:https://bit.ly/3quu2MQ. Try to update your Canva app on it's latest version, and let us see how it goes. For other concerns, send it to: canva.me/android. Regards. - Claressa",2021-08-13 18:03:15
gp:AOqpTOEHr2KD-AO0Toacs8rrHjMxmKQAdMZJNkLZCe3IrsYevcm0jiBr2qWeiDH1SWGHqY6ZZF2JdbsNbn7zpIQ,Guru Raj,https://play-lh.googleusercontent.com/a-/AOh14GgIK13Bv9H3JlCBPRswIICI1VpVfnYv1OjHYA1goA,"Just for the second edit, I'm unable to save my picture. Worst application ever.",1,0,2.123.0,2021-08-13 06:28:56,"Hi there. We're sorry to hear you're getting such issues with the app. We have an updated version which includes new performance improvements and error fixes that could fix the issue. If the issue recurs, send us a screenshot or video recording of the issue at canva.me/android. - ED",2021-08-17 17:56:08
gp:AOqpTOFiIcIpN3CVZlmYMNPBEA9noaDZeRZdLgdEpoYoprRyE5myyyE-XIlbY87myxk26HYp6IcJGy3ONtt6fhs,Z Knowledge,https://play-lh.googleusercontent.com/a/AATXAJw7CQSyVN_83_PQki-rtX_an9Ii-6dUbDDNGvtZ=mo,Way to much work to add text to simple pics.,1,0,2.125.0,2021-08-23 16:43:22,"Hi there, we're sorry if you felt that way in the app. Mind telling us more about your experience that led to this rating? We would like to know, so that we can improve. Don't forget to check for updates to get all the functionality of the app. For concerns, visit canva.me/android. - Lou",2021-08-30 14:34:42
gp:AOqpTOHmNZn0ZEENU8hmoboqKPI6JtoRL2IcJjOyzZefqGhmHy8ptn0r9wgMX0KJ-vkSjWHZakLVrqC6IWx2iiI,Rynae Masawi,https://play-lh.googleusercontent.com/a-/AOh14GgXYtUW2kqzMCU04FWGW3XJm0mZPWI3tlGW73KbSLY,"love this app, it has helped with my business when photoshop crashed on me",5,0,2.120.0,2021-07-22 01:43:45,,
gp:AOqpTOEUdclXCD5KtC4CgiggVYu_hyz_Aw5Z7F4SI0LidSX2BG_7Phu068c8TftruzWewz2X2BC0Dsk5nyR0HbY,bagad bagad,https://play-lh.googleusercontent.com/a/AATXAJyqIw8GaUITrhLP9H1k4ZFD4enh1ataox2EEOk=mo,very poor...unable to download created graphics....,1,0,2.126.1,2021-09-04 03:27:12,"Hi there. We're sorry to hear you're getting such issues with the app. We have an updated version which includes new performance improvements and error fixes that could fix the issue. If the issue recurs, send us a screenshot or video recording of the issue at canva.me/android. - ED",2021-09-10 17:15:35
gp:AOqpTOEeTpiSUTogkHQdvUDBKVGd88iQKg6UKCx2965otzrRRxxYLwh49mjUIwTPXtAPdKx7BTrbgS5c-Pz0D68,Austin Hong,https://play-lh.googleusercontent.com/a/AATXAJwI30_y1Ke8-Bj_5Zgi_9CAr_OjM8hI1zKWKyfQ=mo,"Slow af, was almost finished a design after spending so much time but it crushed and didnt save it. Rubbish app",1,0,2.119.0,2021-07-12 00:22:59,"Hi Austin. We're sorry to hear that you're having trouble with the app. We will make sure to take note of this for us to improve the app. For us to check, kindly send us a screenshot or a recording of the issue and send it through canva.me/android. Please keep an eye to our future updates with performance improvements. Thank you -Gel",2021-08-04 12:14:03
